order_id,date,customer_id,product_id,quantity,unit_price,unit_cost,discount
O01785,2023-08-02,C006,P08,1,900,520,0.0
O00938,2023-08-03,C024,P03,1,1200,760,0.0
O02203,2023-08-03,C015,P07,5,4200,2900,0.0
O00367,2023-08-04,C022,P04,1,1600,1040,0.0
O02119,2023-08-04,C015,P10,4,1800,1080,0.0
O00182,2023-08-05,C032,P03,2,1200,760,0.0
O00590,2023-08-05,C007,P06,1,2400,1560,0.0
O00856,2023-08-05,C026,P02,1,2800,1850,0.0
O01840,2023-08-05,C025,P01,1,500,330,0.0
O02854,2023-08-05,C034,P05,3,3500,2300,0.0
O00071,2023-08-06,C040,P10,1,1800,1080,0.0
O00503,2023-08-06,C014,P09,2,2200,1430,0.0
O02020,2023-08-06,C009,P01,3,500,330,0.0
O02432,2023-08-06,C040,P02,1,2800,1850,0.0
O02645,2023-08-06,C035,P03,2,1200,760,0.0
O01142,2023-08-07,C036,P08,5,900,520,0.05
O01217,2023-08-07,C025,P13,3,3200,2080,0.05
O01624,2023-08-07,C032,P04,1,1600,1040,0.0
O02541,2023-08-07,C038,P03,2,1200,760,0.0
O02860,2023-08-08,C024,P09,3,2200,1430,0.05
O00481,2023-08-09,C009,P13,1,3200,2080,0.0
O01246,2023-08-09,C023,P06,1,2400,1560,0.05
O01370,2023-08-09,C025,P04,3,1600,1040,0.0
O02507,2023-08-09,C008,P08,2,900,520,0.0
O02948,2023-08-09,C007,P03,2,1200,760,0.0
O00609,2023-08-10,C009,P06,4,2400,1560,0.0
O01259,2023-08-10,C007,P01,6,500,330,0.05
O02388,2023-08-10,C037,P06,6,2400,1560,0.1
O01299,2023-08-11,C025,P12,5,8000,5600,0.0
O01505,2023-08-11,C004,P09,3,2200,1430,0.05
O02196,2023-08-11,C019,P03,3,1200,760,0.0
O02244,2023-08-11,C024,P01,2,500,330,0.05
O01572,2023-08-12,C023,P08,3,900,520,0.0
O00372,2023-08-13,C015,P11,4,4500,3150,0.1
O01530,2023-08-13,C027,P06,1,2400,1560,0.0
O02229,2023-08-13,C018,P13,1,3200,2080,0.0
O00545,2023-08-14,C019,P01,2,500,330,0.05
O01240,2023-08-14,C018,P09,2,2200,1430,0.05
O01360,2023-08-14,C025,P13,4,3200,2080,0.0
O01609,2023-08-14,C017,P13,5,3200,2080,0.0
O00185,2023-08-15,C019,P03,5,1200,760,0.0
O00310,2023-08-15,C005,P08,1,900,520,0.0
O01715,2023-08-15,C017,P01,2,500,330,0.1
O02967,2023-08-15,C036,P10,2,1800,1080,0.05
O00100,2023-08-16,C037,P09,2,2200,1430,0.0
O00124,2023-08-16,C032,P01,1,500,330,0.0
O01924,2023-08-16,C038,P03,2,1200,760,0.0
O01991,2023-08-16,C027,P06,2,2400,1560,0.05
O00152,2023-08-17,C015,P01,2,500,330,0.1
O00211,2023-08-17,C037,P06,4,2400,1560,0.0
O02120,2023-08-17,C022,P10,2,1800,1080,0.05
O02240,2023-08-17,C012,P06,1,2400,1560,0.0
O02086,2023-08-19,C020,P10,2,1800,1080,0.0
O00806,2023-08-20,C034,P02,5,2800,1850,0.0
O00521,2023-08-21,C006,P01,2,500,330,0.05
O01098,2023-08-21,C008,P10,2,1800,1080,0.0
O01365,2023-08-21,C036,P08,1,900,520,0.0
O02961,2023-08-21,C033,P03,3,1200,760,0.0
O00639,2023-08-22,C017,P04,3,1600,1040,0.0
O00897,2023-08-22,C016,P05,6,3500,2300,0.0
O01517,2023-08-22,C008,P06,6,2400,1560,0.0
O02669,2023-08-22,C032,P01,8,500,330,0.0
O01613,2023-08-23,C015,P11,5,4500,3150,0.0
O00623,2023-08-24,C018,P08,1,900,520,0.0
O00632,2023-08-24,C005,P09,1,2200,1430,0.0
O01047,2023-08-24,C015,P03,2,1200,760,0.0
O01823,2023-08-24,C023,P01,1,500,330,0.05
O02858,2023-08-24,C003,P08,3,900,520,0.0
O00392,2023-08-25,C020,P06,1,2400,1560,0.0
O01090,2023-08-25,C024,P09,1,2200,1430,0.0
O01871,2023-08-25,C029,P03,2,1200,760,0.0
O01943,2023-08-25,C033,P04,2,1600,1040,0.0
O02577,2023-08-25,C025,P05,5,3500,2300,0.05
O00988,2023-08-26,C019,P03,3,1200,760,0.0
O01375,2023-08-26,C014,P11,2,4500,3150,0.0
O02063,2023-08-26,C031,P08,2,900,520,0.0
O02160,2023-08-26,C019,P03,1,1200,760,0.0
O00455,2023-08-27,C020,P01,3,500,330,0.0
O00914,2023-08-27,C026,P01,2,500,330,0.0
O00971,2023-08-27,C010,P04,3,1600,1040,0.0
O01159,2023-08-27,C036,P04,3,1600,1040,0.0
O02169,2023-08-27,C035,P08,1,900,520,0.0
O00175,2023-08-28,C021,P05,1,3500,2300,0.05
O01489,2023-08-28,C038,P11,1,4500,3150,0.0
O01738,2023-08-28,C030,P09,2,2200,1430,0.05
O02766,2023-08-28,C011,P03,2,1200,760,0.0
O00306,2023-08-30,C005,P11,5,4500,3150,0.0
O02567,2023-08-30,C040,P09,1,2200,1430,0.0
O02597,2023-08-30,C016,P01,2,500,330,0.1
O02996,2023-08-30,C035,P02,8,2800,1850,0.0
O00153,2023-08-31,C036,P08,8,900,520,0.0
O00656,2023-08-31,C040,P08,2,900,520,0.0
O00762,2023-08-31,C009,P01,1,500,330,0.0
O01493,2023-08-31,C001,P13,3,3200,2080,0.0
O01533,2023-08-31,C035,P11,10,4500,3150,0.0
O01683,2023-08-31,C023,P10,4,1800,1080,0.0
O02897,2023-08-31,C015,P12,2,8000,5600,0.05
O00150,2023-09-01,C011,P01,1,500,330,0.05
O01288,2023-09-01,C020,P08,10,900,520,0.05
O02801,2023-09-01,C009,P04,5,1600,1040,0.05
O01320,2023-09-02,C032,P10,1,1800,1080,0.05
O02291,2023-09-02,C015,P13,2,3200,2080,0.0
O02468,2023-09-03,C013,P06,2,2400,1560,0.0
O02535,2023-09-03,C033,P08,1,900,520,0.0
O02879,2023-09-03,C020,P01,2,500,330,0.0
O00078,2023-09-04,C027,P09,2,2200,1430,0.1
O00575,2023-09-04,C001,P09,1,2200,1430,0.1
O01060,2023-09-04,C033,P04,2,1600,1040,0.0
O01551,2023-09-04,C024,P01,3,500,330,0.0
O02266,2023-09-04,C020,P08,2,900,520,0.05
O00194,2023-09-05,C021,P08,1,900,520,0.05
O00361,2023-09-05,C033,P08,4,900,520,0.0
O00021,2023-09-07,C029,P05,1,3500,2300,0.0
O00205,2023-09-07,C020,P02,2,2800,1850,0.1
O00738,2023-09-07,C002,P03,4,1200,760,0.0
O01660,2023-09-07,C003,P06,3,2400,1560,0.0
O01769,2023-09-07,C012,P07,1,4200,2900,0.1
O00147,2023-09-08,C011,P03,1,1200,760,0.0
O00889,2023-09-08,C014,P07,8,4200,2900,0.0
O00954,2023-09-08,C030,P12,1,8000,5600,0.0
O01641,2023-09-08,C035,P05,5,3500,2300,0.0
O02566,2023-09-08,C028,P06,2,2400,1560,0.0
O00106,2023-09-09,C001,P05,1,3500,2300,0.1
O00637,2023-09-09,C003,P11,1,4500,3150,0.0
O00057,2023-09-10,C020,P03,2,1200,760,0.0
O00346,2023-09-10,C025,P02,1,2800,1850,0.0
O00350,2023-09-10,C002,P03,1,1200,760,0.0
O01379,2023-09-10,C013,P01,1,500,330,0.05
O01422,2023-09-10,C030,P01,2,500,330,0.0
O01850,2023-09-10,C018,P04,4,1600,1040,0.0
O01079,2023-09-11,C022,P01,2,500,330,0.0
O02178,2023-09-11,C030,P05,2,3500,2300,0.0
O02451,2023-09-11,C002,P13,10,3200,2080,0.05
O02493,2023-09-11,C023,P10,1,1800,1080,0.05
O00208,2023-09-12,C019,P08,3,900,520,0.0
O00235,2023-09-12,C018,P05,2,3500,2300,0.05
O02051,2023-09-12,C013,P08,1,900,520,0.0
O02060,2023-09-12,C035,P04,1,1600,1040,0.0
O00316,2023-09-13,C025,P08,3,900,520,0.0
O00754,2023-09-13,C031,P04,2,1600,1040,0.1
O02055,2023-09-13,C032,P01,2,500,330,0.0
O00594,2023-09-14,C001,P08,4,900,520,0.0
O01229,2023-09-15,C008,P02,4,2800,1850,0.0
O01618,2023-09-15,C032,P01,4,500,330,0.05
O02487,2023-09-15,C002,P11,2,4500,3150,0.05
O00214,2023-09-16,C013,P03,1,1200,760,0.05
O00266,2023-09-16,C031,P03,3,1200,760,0.0
O00406,2023-09-16,C005,P08,1,900,520,0.0
O00752,2023-09-16,C008,P03,3,1200,760,0.0
O00864,2023-09-16,C016,P06,5,2400,1560,0.0
O01169,2023-09-16,C034,P07,1,4200,2900,0.0
O02156,2023-09-16,C019,P13,10,3200,2080,0.05
O02318,2023-09-16,C031,P11,5,4500,3150,0.05
O00581,2023-09-17,C033,P07,2,4200,2900,0.0
O01538,2023-09-17,C017,P03,2,1200,760,0.0
O02658,2023-09-17,C024,P05,5,3500,2300,0.05
O02937,2023-09-17,C011,P04,2,1600,1040,0.0
O00415,2023-09-18,C026,P06,2,2400,1560,0.0
O00611,2023-09-18,C032,P09,1,2200,1430,0.05
O01106,2023-09-18,C010,P03,1,1200,760,0.05
O01160,2023-09-18,C029,P09,3,2200,1430,0.05
O01486,2023-09-18,C003,P01,4,500,330,0.0
O01634,2023-09-18,C035,P06,1,2400,1560,0.0
O02310,2023-09-18,C007,P01,4,500,330,0.0
O02833,2023-09-18,C035,P06,3,2400,1560,0.0
O00894,2023-09-19,C031,P10,3,1800,1080,0.0
O02315,2023-09-19,C030,P01,4,500,330,0.1
O02356,2023-09-19,C022,P11,3,4500,3150,0.0
O00907,2023-09-20,C037,P09,1,2200,1430,0.0
O01531,2023-09-20,C025,P06,4,2400,1560,0.0
O01637,2023-09-20,C036,P01,4,500,330,0.05
O02283,2023-09-20,C014,P04,1,1600,1040,0.0
O00622,2023-09-22,C012,P12,8,8000,5600,0.0
O01458,2023-09-22,C039,P09,5,2200,1430,0.0
O01518,2023-09-22,C034,P08,1,900,520,0.0
O00037,2023-09-23,C022,P01,5,500,330,0.05
O01393,2023-09-23,C026,P01,3,500,330,0.05
O02312,2023-09-23,C030,P06,3,2400,1560,0.0
O02856,2023-09-23,C037,P11,3,4500,3150,0.05
O00524,2023-09-24,C015,P01,2,500,330,0.0
O02008,2023-09-24,C009,P06,1,2400,1560,0.0
O00032,2023-09-25,C039,P09,5,2200,1430,0.0
O00874,2023-09-25,C012,P05,1,3500,2300,0.0
O02935,2023-09-25,C025,P05,1,3500,2300,0.0
O01896,2023-09-26,C025,P09,4,2200,1430,0.0
O01319,2023-09-27,C006,P05,1,3500,2300,0.05
O02385,2023-09-27,C024,P08,5,900,520,0.05
O00661,2023-09-28,C028,P06,3,2400,1560,0.0
O01315,2023-09-28,C009,P01,1,500,330,0.0
O01587,2023-09-28,C002,P01,3,500,330,0.0
O02098,2023-09-28,C038,P04,2,1600,1040,0.0
O02639,2023-09-28,C039,P01,1,500,330,0.05
O00709,2023-09-29,C022,P08,3,900,520,0.0
O01091,2023-09-29,C021,P01,2,500,330,0.0
O01728,2023-09-29,C003,P08,3,900,520,0.0
O01989,2023-09-29,C035,P05,1,3500,2300,0.0
O02157,2023-09-29,C038,P09,2,2200,1430,0.05
O02220,2023-09-29,C012,P08,6,900,520,0.0
O00880,2023-09-30,C029,P08,4,900,520,0.1
O01044,2023-09-30,C029,P09,8,2200,1430,0.0
O01093,2023-09-30,C006,P12,5,8000,5600,0.0
O01509,2023-09-30,C021,P01,3,500,330,0.0
O02346,2023-09-30,C027,P06,5,2400,1560,0.1
O00393,2023-10-01,C022,P12,2,8000,5600,0.0
O01000,2023-10-01,C011,P02,8,2800,1850,0.0
O01325,2023-10-01,C005,P03,1,1200,760,0.0
O01782,2023-10-01,C023,P05,1,3500,2300,0.0
O02659,2023-10-01,C013,P06,3,2400,1560,0.1
O00654,2023-10-02,C005,P01,2,500,330,0.0
O00981,2023-10-02,C027,P08,3,900,520,0.1
O00982,2023-10-02,C018,P10,2,1800,1080,0.05
O01284,2023-10-02,C009,P01,4,500,330,0.0
O01947,2023-10-02,C024,P08,2,900,520,0.05
O02025,2023-10-02,C031,P03,3,1200,760,0.0
O02039,2023-10-02,C024,P03,2,1200,760,0.05
O02192,2023-10-02,C039,P05,1,3500,2300,0.0
O00007,2023-10-03,C001,P12,5,8000,5600,0.0
O00327,2023-10-03,C013,P04,2,1600,1040,0.0
O00955,2023-10-03,C017,P07,1,4200,2900,0.1
O00972,2023-10-03,C026,P02,1,2800,1850,0.05
O01220,2023-10-03,C012,P09,2,2200,1430,0.0
O01930,2023-10-03,C040,P08,3,900,520,0.0
O02334,2023-10-03,C007,P12,8,8000,5600,0.0
O02550,2023-10-03,C030,P02,2,2800,1850,0.0
O02769,2023-10-03,C028,P10,1,1800,1080,0.0
O00600,2023-10-04,C031,P01,8,500,330,0.0
O00763,2023-10-04,C007,P07,5,4200,2900,0.05
O02210,2023-10-04,C034,P12,1,8000,5600,0.0
O01548,2023-10-05,C002,P06,4,2400,1560,0.1
O02324,2023-10-05,C025,P06,1,2400,1560,0.0
O00362,2023-10-06,C031,P03,1,1200,760,0.1
O00451,2023-10-06,C014,P11,4,4500,3150,0.05
O01271,2023-10-06,C034,P12,5,8000,5600,0.0
O01766,2023-10-06,C014,P03,4,1200,760,0.0
O01875,2023-10-06,C019,P01,4,500,330,0.05
O01921,2023-10-06,C019,P11,10,4500,3150,0.0
O02514,2023-10-06,C022,P09,3,2200,1430,0.0
O02599,2023-10-06,C001,P01,2,500,330,0.0
O00770,2023-10-07,C029,P01,3,500,330,0.0
O02117,2023-10-07,C023,P10,2,1800,1080,0.0
O02130,2023-10-07,C033,P07,3,4200,2900,0.0
O02905,2023-10-07,C031,P08,6,900,520,0.0
O02970,2023-10-07,C036,P08,8,900,520,0.0
O00114,2023-10-08,C025,P04,2,1600,1040,0.0
O00687,2023-10-08,C006,P05,2,3500,2300,0.0
O00792,2023-10-08,C008,P01,2,500,330,0.0
O01647,2023-10-08,C014,P08,8,900,520,0.0
O02501,2023-10-08,C024,P02,1,2800,1850,0.05
O00128,2023-10-09,C007,P03,6,1200,760,0.0
O00549,2023-10-09,C003,P03,3,1200,760,0.05
O00999,2023-10-09,C023,P05,5,3500,2300,0.0
O01356,2023-10-09,C012,P02,1,2800,1850,0.05
O02136,2023-10-09,C039,P08,4,900,520,0.0
O01431,2023-10-10,C030,P08,6,900,520,0.0
O02455,2023-10-10,C009,P05,10,3500,2300,0.0
O00371,2023-10-11,C029,P01,3,500,330,0.0
O00935,2023-10-11,C015,P02,4,2800,1850,0.05
O01369,2023-10-11,C019,P08,4,900,520,0.0
O01556,2023-10-11,C008,P07,1,4200,2900,0.0
O01685,2023-10-11,C032,P08,3,900,520,0.0
O02662,2023-10-11,C032,P08,3,900,520,0.1
O00330,2023-10-12,C001,P08,1,900,520,0.0
O00808,2023-10-12,C034,P07,1,4200,2900,0.0
O01223,2023-10-12,C038,P03,1,1200,760,0.0
O01287,2023-10-12,C036,P01,1,500,330,0.0
O01636,2023-10-12,C013,P08,1,900,520,0.0
O01857,2023-10-12,C024,P08,2,900,520,0.0
O02482,2023-10-12,C008,P13,1,3200,2080,0.05
O00119,2023-10-13,C039,P06,2,2400,1560,0.05
O01039,2023-10-13,C040,P06,6,2400,1560,0.0
O01736,2023-10-13,C002,P10,2,1800,1080,0.1
O02022,2023-10-13,C027,P08,10,900,520,0.0
O00280,2023-10-14,C035,P01,2,500,330,0.1
O00563,2023-10-14,C024,P01,2,500,330,0.0
O00793,2023-10-14,C013,P01,5,500,330,0.0
O00945,2023-10-14,C007,P08,1,900,520,0.0
O01863,2023-10-14,C038,P08,5,900,520,0.0
O02251,2023-10-14,C024,P08,1,900,520,0.0
O02459,2023-10-14,C039,P01,1,500,330,0.0
O02657,2023-10-14,C027,P06,6,2400,1560,0.0
O01155,2023-10-15,C034,P07,2,4200,2900,0.05
O01268,2023-10-15,C013,P08,1,900,520,0.0
O01630,2023-10-15,C020,P03,2,1200,760,0.05
O02371,2023-10-15,C009,P01,4,500,330,0.1
O02576,2023-10-15,C029,P04,4,1600,1040,0.0
O00598,2023-10-16,C002,P06,6,2400,1560,0.1
O00725,2023-10-16,C003,P03,1,1200,760,0.05
O00944,2023-10-16,C005,P01,2,500,330,0.0
O01554,2023-10-16,C015,P03,2,1200,760,0.0
O02090,2023-10-16,C034,P01,4,500,330,0.1
O00051,2023-10-17,C018,P01,4,500,330,0.05
O00170,2023-10-17,C007,P05,5,3500,2300,0.0
O01267,2023-10-17,C013,P01,1,500,330,0.05
O01438,2023-10-17,C028,P04,1,1600,1040,0.0
O01638,2023-10-17,C003,P11,1,4500,3150,0.0
O01770,2023-10-17,C029,P12,2,8000,5600,0.0
O02035,2023-10-17,C010,P06,2,2400,1560,0.0
O00441,2023-10-18,C031,P12,1,8000,5600,0.0
O00787,2023-10-18,C026,P12,8,8000,5600,0.05
O01036,2023-10-18,C017,P13,2,3200,2080,0.0
O01078,2023-10-18,C002,P08,3,900,520,0.0
O01831,2023-10-18,C029,P08,2,900,520,0.0
O02124,2023-10-18,C013,P03,1,1200,760,0.0
O02552,2023-10-18,C039,P13,1,3200,2080,0.0
O02912,2023-10-18,C040,P05,5,3500,2300,0.0
O02943,2023-10-18,C021,P02,1,2800,1850,0.0
O00155,2023-10-19,C016,P01,3,500,330,0.0
O01540,2023-10-19,C040,P09,1,2200,1430,0.05
O01632,2023-10-19,C012,P11,1,4500,3150,0.0
O02109,2023-10-19,C028,P10,3,1800,1080,0.0
O02138,2023-10-19,C031,P08,3,900,520,0.05
O02370,2023-10-19,C039,P08,3,900,520,0.1
O02929,2023-10-19,C032,P04,2,1600,1040,0.0
O00458,2023-10-20,C024,P04,4,1600,1040,0.0
O00612,2023-10-20,C012,P01,1,500,330,0.05
O00873,2023-10-20,C038,P05,1,3500,2300,0.0
O01087,2023-10-20,C022,P02,8,2800,1850,0.0
O01112,2023-10-20,C015,P13,4,3200,2080,0.05
O01219,2023-10-20,C034,P03,1,1200,760,0.0
O01582,2023-10-20,C034,P07,2,4200,2900,0.1
O01678,2023-10-20,C033,P11,3,4500,3150,0.05
O02097,2023-10-20,C020,P01,5,500,330,0.0
O02401,2023-10-20,C038,P03,2,1200,760,0.0
O00279,2023-10-21,C032,P02,3,2800,1850,0.0
O01532,2023-10-21,C034,P01,2,500,330,0.0
O02428,2023-10-21,C012,P09,4,2200,1430,0.0
O02453,2023-10-21,C007,P08,1,900,520,0.05
O02655,2023-10-21,C026,P01,2,500,330,0.0
O02962,2023-10-21,C019,P01,5,500,330,0.0
O01179,2023-10-22,C037,P11,1,4500,3150,0.0
O02573,2023-10-22,C019,P07,10,4200,2900,0.0
O02626,2023-10-22,C014,P04,10,1600,1040,0.0
O02906,2023-10-22,C020,P07,4,4200,2900,0.0
O00283,2023-10-23,C012,P06,4,2400,1560,0.0
O00616,2023-10-23,C031,P04,2,1600,1040,0.0
O00841,2023-10-23,C005,P04,2,1600,1040,0.0
O01107,2023-10-23,C002,P03,2,1200,760,0.0
O01550,2023-10-23,C007,P01,2,500,330,0.0
O01586,2023-10-23,C018,P10,1,1800,1080,0.0
O01762,2023-10-23,C026,P02,4,2800,1850,0.0
O02476,2023-10-23,C036,P07,3,4200,2900,0.0
O02600,2023-10-23,C037,P03,1,1200,760,0.0
O02987,2023-10-23,C008,P04,10,1600,1040,0.1
O00741,2023-10-24,C017,P01,4,500,330,0.0
O00819,2023-10-24,C024,P13,2,3200,2080,0.0
O01103,2023-10-24,C039,P05,2,3500,2300,0.0
O01417,2023-10-24,C026,P06,6,2400,1560,0.0
O01654,2023-10-24,C024,P08,5,900,520,0.05
O01922,2023-10-24,C011,P11,1,4500,3150,0.0
O00861,2023-10-25,C008,P01,5,500,330,0.0
O00952,2023-10-25,C020,P08,1,900,520,0.0
O02053,2023-10-25,C002,P08,1,900,520,0.0
O02430,2023-10-25,C017,P04,3,1600,1040,0.0
O02756,2023-10-25,C037,P10,1,1800,1080,0.0
O01658,2023-10-26,C001,P01,1,500,330,0.0
O01916,2023-10-26,C014,P03,4,1200,760,0.05
O02014,2023-10-26,C006,P01,8,500,330,0.0
O00055,2023-10-27,C022,P10,6,1800,1080,0.0
O00407,2023-10-27,C026,P03,8,1200,760,0.0
O01701,2023-10-27,C029,P02,8,2800,1850,0.0
O01842,2023-10-27,C017,P05,3,3500,2300,0.0
O02096,2023-10-27,C036,P10,2,1800,1080,0.05
O02980,2023-10-27,C019,P08,2,900,520,0.0
O00250,2023-10-28,C002,P06,1,2400,1560,0.0
O01109,2023-10-28,C012,P01,6,500,330,0.0
O01363,2023-10-28,C020,P10,1,1800,1080,0.0
O01622,2023-10-28,C023,P04,2,1600,1040,0.05
O01623,2023-10-28,C018,P05,1,3500,2300,0.05
O01890,2023-10-28,C030,P01,6,500,330,0.0
O01905,2023-10-28,C031,P13,6,3200,2080,0.0
O02006,2023-10-28,C009,P03,1,1200,760,0.0
O02437,2023-10-28,C010,P06,5,2400,1560,0.0
O02822,2023-10-28,C026,P01,1,500,330,0.1
O00139,2023-10-29,C022,P03,2,1200,760,0.0
O00312,2023-10-29,C016,P01,2,500,330,0.05
O00802,2023-10-29,C001,P11,2,4500,3150,0.0
O00898,2023-10-29,C030,P01,1,500,330,0.0
O02033,2023-10-29,C031,P11,3,4500,3150,0.0
O02151,2023-10-29,C016,P11,6,4500,3150,0.05
O02181,2023-10-29,C002,P06,1,2400,1560,0.0
O02426,2023-10-29,C005,P05,1,3500,2300,0.0
O02527,2023-10-29,C014,P06,3,2400,1560,0.0
O01005,2023-10-30,C014,P11,5,4500,3150,0.05
O01915,2023-10-30,C018,P03,1,1200,760,0.0
O01925,2023-10-30,C015,P08,1,900,520,0.0
O00111,2023-10-31,C019,P01,1,500,330,0.05
O01443,2023-10-31,C037,P01,1,500,330,0.0
O01933,2023-10-31,C031,P10,1,1800,1080,0.0
O02150,2023-10-31,C013,P09,3,2200,1430,0.0
O02159,2023-10-31,C031,P07,1,4200,2900,0.05
O02219,2023-10-31,C022,P11,2,4500,3150,0.05
O02347,2023-10-31,C027,P08,5,900,520,0.1
O02774,2023-10-31,C021,P09,10,2200,1430,0.0
O00141,2023-11-01,C032,P11,3,4500,3150,0.1
O01084,2023-11-01,C006,P09,1,2200,1430,0.0
O01758,2023-11-01,C006,P03,1,1200,760,0.0
O01779,2023-11-01,C023,P06,1,2400,1560,0.1
O01834,2023-11-01,C011,P10,4,1800,1080,0.0
O02635,2023-11-01,C003,P06,1,2400,1560,0.0
O00657,2023-11-02,C022,P01,2,500,330,0.0
O01236,2023-11-02,C022,P04,5,1600,1040,0.05
O02152,2023-11-03,C025,P04,1,1600,1040,0.05
O02607,2023-11-03,C039,P13,2,3200,2080,0.0
O02632,2023-11-03,C029,P03,5,1200,760,0.0
O02697,2023-11-03,C036,P03,2,1200,760,0.0
O02744,2023-11-03,C019,P08,3,900,520,0.05
O02765,2023-11-03,C036,P07,2,4200,2900,0.0
O00320,2023-11-04,C017,P11,10,4500,3150,0.05
O00587,2023-11-04,C002,P05,4,3500,2300,0.0
O01277,2023-11-04,C031,P10,6,1800,1080,0.0
O01958,2023-11-04,C030,P11,8,4500,3150,0.0
O02546,2023-11-04,C027,P08,3,900,520,0.05
O02767,2023-11-04,C032,P06,3,2400,1560,0.0
O00252,2023-11-05,C019,P10,1,1800,1080,0.05
O00349,2023-11-05,C032,P05,2,3500,2300,0.0
O00573,2023-11-05,C022,P05,1,3500,2300,0.1
O01311,2023-11-05,C011,P05,1,3500,2300,0.1
O01488,2023-11-05,C013,P06,2,2400,1560,0.05
O01704,2023-11-05,C036,P03,2,1200,760,0.05
O02143,2023-11-05,C014,P03,6,1200,760,0.0
O02807,2023-11-05,C016,P08,4,900,520,0.0
O00231,2023-11-06,C003,P04,4,1600,1040,0.0
O00271,2023-11-06,C031,P01,1,500,330,0.0
O00368,2023-11-06,C001,P05,1,3500,2300,0.1
O01057,2023-11-06,C013,P08,5,900,520,0.0
O01328,2023-11-06,C010,P03,3,1200,760,0.05
O01852,2023-11-06,C017,P05,2,3500,2300,0.0
O02336,2023-11-06,C015,P10,1,1800,1080,0.0
O00134,2023-11-07,C008,P11,1,4500,3150,0.0
O00333,2023-11-07,C020,P07,1,4200,2900,0.0
O00405,2023-11-07,C038,P08,3,900,520,0.0
O01139,2023-11-07,C011,P13,1,3200,2080,0.0
O01291,2023-11-07,C039,P08,6,900,520,0.1
O01469,2023-11-07,C019,P01,1,500,330,0.0
O02238,2023-11-07,C012,P08,1,900,520,0.0
O02281,2023-11-07,C034,P05,1,3500,2300,0.05
O02553,2023-11-07,C021,P01,1,500,330,0.1
O02719,2023-11-07,C005,P01,3,500,330,0.05
O02840,2023-11-07,C033,P02,2,2800,1850,0.0
O00528,2023-11-08,C011,P09,1,2200,1430,0.0
O00783,2023-11-08,C038,P09,5,2200,1430,0.0
O01034,2023-11-08,C014,P06,2,2400,1560,0.0
O01482,2023-11-08,C033,P08,1,900,520,0.05
O01571,2023-11-08,C036,P02,2,2800,1850,0.0
O01824,2023-11-08,C031,P01,6,500,330,0.1
O02530,2023-11-08,C039,P03,1,1200,760,0.0
O02579,2023-11-08,C038,P12,10,8000,5600,0.0
O02619,2023-11-08,C009,P13,4,3200,2080,0.0
O00381,2023-11-09,C010,P09,2,2200,1430,0.0
O00700,2023-11-09,C038,P05,1,3500,2300,0.05
O01386,2023-11-09,C021,P03,2,1200,760,0.05
O01976,2023-11-09,C037,P13,2,3200,2080,0.0
O02586,2023-11-09,C022,P07,1,4200,2900,0.0
O02797,2023-11-09,C014,P01,2,500,330,0.0
O00001,2023-11-10,C038,P01,1,500,330,0.0
O00417,2023-11-10,C015,P04,1,1600,1040,0.0
O00462,2023-11-10,C023,P07,1,4200,2900,0.0
O00928,2023-11-10,C034,P05,1,3500,2300,0.0
O01276,2023-11-10,C017,P06,2,2400,1560,0.0
O01584,2023-11-10,C039,P09,4,2200,1430,0.0
O01677,2023-11-10,C036,P02,3,2800,1850,0.0
O01952,2023-11-10,C015,P05,2,3500,2300,0.0
O02054,2023-11-10,C009,P10,1,1800,1080,0.1
O00195,2023-11-11,C007,P13,5,3200,2080,0.0
O00633,2023-11-11,C038,P06,1,2400,1560,0.05
O00643,2023-11-11,C027,P03,2,1200,760,0.0
O00896,2023-11-11,C022,P05,2,3500,2300,0.0
O01389,2023-11-11,C024,P04,2,1600,1040,0.0
O01539,2023-11-11,C006,P11,5,4500,3150,0.0
O01629,2023-11-11,C002,P08,2,900,520,0.0
O01960,2023-11-11,C008,P03,5,1200,760,0.0
O02478,2023-11-11,C019,P02,4,2800,1850,0.05
O00438,2023-11-12,C014,P01,3,500,330,0.0
O00628,2023-11-12,C017,P04,4,1600,1040,0.0
O01326,2023-11-12,C017,P03,2,1200,760,0.0
O01783,2023-11-12,C027,P03,1,1200,760,0.0
O01988,2023-11-12,C021,P01,3,500,330,0.0
O02252,2023-11-12,C013,P03,2,1200,760,0.0
O02814,2023-11-12,C021,P07,4,4200,2900,0.0
O02910,2023-11-12,C035,P08,5,900,520,0.0
O00376,2023-11-13,C011,P11,3,4500,3150,0.05
O01938,2023-11-13,C013,P09,6,2200,1430,0.0
O02094,2023-11-13,C010,P09,3,2200,1430,0.0
O02598,2023-11-13,C012,P10,1,1800,1080,0.0
O02963,2023-11-13,C038,P11,3,4500,3150,0.0
O02984,2023-11-13,C033,P04,2,1600,1040,0.0
O00553,2023-11-14,C034,P06,2,2400,1560,0.0
O01125,2023-11-14,C032,P08,4,900,520,0.05
O01167,2023-11-14,C006,P07,1,4200,2900,0.0
O00064,2023-11-15,C021,P10,2,1800,1080,0.05
O00220,2023-11-15,C005,P05,2,3500,2300,0.0
O00223,2023-11-15,C009,P05,2,3500,2300,0.05
O01671,2023-11-15,C039,P10,1,1800,1080,0.0
